0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
3,5,3,6,3,5,5,3,6,2,2,2,3,3,0,4,5,5,3,3,3,0,5,1,8,6,3,2,2,4,4,4,4,2,4,3,10,2,5,11,3,7,4,3,0,1,10,23,26,28,40
3,5,3,6,3,5,6,3,6,2,2,2,3,3,0,4,5,5,3,3,3,0,5,1,8,6,4,2,2,5,4,4,5,2,5,3,11,2,5,11,3,7,4,3,0,7,27,30,33,35,37
3,5,3,6,3,5,6,3,6,2,2,2,3,3,0,5,6,5,3,3,3,1,5,1,8,6,4,2,2,6,4,4,5,2,5,3,12,2,5,11,3,7,5,3,0,16,17,22,30,37,43
3,5,3,6,3,6,7,3,6,2,2,2,4,3,1,5,6,5,3,3,4,1,5,1,8,6,4,2,2,6,4,4,5,2,5,3,12,2,5,11,3,7,6,3,0,6,7,13,15,21,43
3,5,3,6,3,6,8,3,6,2,2,2,5,3,1,5,6,6,4,3,4,1,5,1,9,7,4,2,2,6,4,4,5,2,5,3,12,2,5,11,3,7,6,3,0,7,13,18,19,25,26
3,5,3,6,3,6,8,3,6,2,2,2,6,3,1,5,6,6,4,4,4,1,6,1,9,7,4,2,2,6,4,4,5,2,6,3,12,3,5,11,3,7,7,3,0,13,20,23,35,38,43
3,5,3,6,3,6,8,3,6,2,2,2,6,3,1,5,7,7,5,4,5,1,7,1,9,7,4,2,2,6,4,5,5,2,6,3,12,3,5,11,3,7,7,3,0,17,18,19,21,23,32
3,5,3,6,3,7,8,3,6,2,2,2,6,3,1,5,7,7,5,4,5,1,7,1,9,7,4,2,2,6,5,5,5,2,7,3,12,4,6,11,3,7,7,4,0,6,31,35,38,39,44
2,4,3,5,2,6,7,2,5,1,2,1,5,2,0,4,6,6,4,3,5,0,6,0,8,6,3,1,1,6,4,4,4,1,6,2,11,4,5,10,2,6,6,3,0,3,11,21,30,38,45
3,4,3,5,2,6,7,2,5,2,2,1,5,2,0,4,6,6,4,4,5,0,6,0,8,6,4,1,1,6,4,4,5,1,7,2,11,4,5,10,2,6,6,3,0,1,10,20,27,33,35
3,4,3,5,2,6,7,3,5,2,2,1,6,2,1,4,6,6,4,4,5,0,7,0,8,6,4,1,1,6,5,4,5,1,7,2,11,5,5,10,2,6,6,3,0,8,13,15,23,31,38
3,4,3,5,2,6,7,3,5,2,2,1,6,3,1,4,7,6,4,4,5,0,7,0,8,7,4,1,1,6,6,4,5,1,7,3,11,5,5,10,2,6,6,3,1,14,17,26,31,36,45
3,4,3,5,2,7,7,3,5,3,2,1,6,3,1,4,7,7,4,4,5,0,7,0,8,8,4,1,1,6,6,4,5,1,7,3,12,6,5,10,2,6,6,3,1,6,10,18,26,37,38
3,4,3,6,2,7,8,3,5,3,2,1,6,3,1,5,7,7,5,4,5,0,7,0,8,8,4,1,1,6,6,4,6,1,7,3,12,6,5,11,2,6,6,3,1,4,7,16,19,33,40
3,5,3,6,2,7,8,3,5,4,2,2,6,3,2,5,7,7,5,4,5,1,7,0,8,8,4,1,1,6,6,4,6,1,7,3,12,6,5,11,2,6,6,4,1,2,10,12,15,22,44
3,6,4,6,2,7,8,3,5,4,3,2,6,3,2,6,7,7,5,4,5,1,7,0,8,9,4,1,1,6,6,4,6,1,7,3,12,6,5,11,2,6,6,5,1,2,3,11,16,26,44
3,7,4,7,2,7,8,3,5,4,3,2,6,3,3,7,7,7,5,5,5,1,7,0,8,9,4,1,2,6,6,4,6,1,7,3,12,6,5,11,2,6,6,5,1,2,4,15,16,20,29
3,7,4,7,2,7,9,4,5,4,3,2,6,4,3,7,7,7,5,5,5,1,7,0,8,9,4,1,2,6,6,5,7,1,7,3,12,6,6,11,2,6,6,5,1,7,8,14,32,33,39
4,7,4,7,2,7,9,5,5,4,3,2,6,4,3,7,7,7,5,5,6,1,7,0,8,9,5,1,2,6,6,5,7,1,7,4,12,6,7,11,2,6,6,5,1,1,8,21,27,36,39
4,7,4,7,2,7,9,5,5,4,3,2,6,4,3,7,8,7,5,5,7,1,7,0,8,9,5,1,2,6,7,5,7,1,7,4,13,6,7,12,2,6,6,6,1,17,21,31,37,40,44
4,7,4,7,2,7,9,5,5,5,3,2,6,5,3,7,8,7,5,5,7,1,7,0,8,9,5,1,2,7,8,5,8,1,7,4,14,6,7,12,2,6,6,6,1,10,14,30,31,33,37
4,7,4,7,2,7,10,5,5,6,3,2,6,5,3,8,8,7,5,5,7,1,7,0,9,9,5,1,3,7,8,5,8,1,7,4,14,6,7,12,2,6,6,7,1,7,10,16,25,29,44
3,6,3,6,1,6,9,4,4,6,2,1,5,4,2,7,7,6,4,4,6,0,6,0,9,8,4,0,2,6,7,4,8,0,6,3,13,5,6,12,1,5,5,7,0,10,24,25,33,40,44
3,6,3,6,1,7,9,4,4,6,2,1,5,4,2,7,7,6,4,4,6,0,6,0,9,8,4,0,3,6,7,4,8,0,6,4,13,5,7,12,2,5,5,7,1,6,29,36,39,41,45
3,7,3,6,1,7,9,5,4,6,2,1,5,4,2,7,7,6,4,4,6,0,6,0,10,8,4,0,3,6,7,4,8,0,6,5,13,5,8,12,2,6,5,7,1,2,8,25,36,39,42
3,7,3,6,1,7,9,5,4,6,2,1,5,5,3,7,7,6,5,4,6,0,6,0,10,8,4,0,3,7,7,4,8,0,6,5,13,6,8,12,2,6,6,7,1,14,15,19,30,38,43
3,7,4,6,1,7,9,6,4,6,2,1,5,5,4,7,7,6,5,4,6,0,6,0,10,8,5,0,4,7,7,4,8,0,7,5,13,6,8,12,2,6,6,7,1,3,8,15,27,29,35
3,7,5,6,1,7,9,6,4,6,2,1,5,5,4,7,7,6,5,5,6,0,7,0,10,8,5,0,4,7,7,4,8,0,7,6,13,7,8,13,2,6,6,7,1,3,20,23,36,38,40
3,7,5,6,1,7,9,6,4,6,2,1,5,6,5,7,7,7,5,5,7,0,7,0,10,9,5,0,4,7,7,4,8,0,7,7,13,7,8,13,2,6,6,7,1,14,15,18,21,26,36
3,7,5,7,1,7,9,6,4,6,2,1,5,6,5,7,7,7,5,5,7,0,7,0,11,9,5,0,4,7,7,4,9,0,7,8,13,7,8,14,2,6,7,7,1,4,25,33,36,40,43
3,8,6,7,1,7,10,6,4,6,2,1,5,6,5,7,8,7,5,5,7,1,7,1,11,9,5,0,4,7,7,4,9,0,7,8,13,7,8,14,2,6,7,7,1,2,3,7,17,22,24
3,8,7,7,1,7,11,6,4,7,2,1,5,6,6,7,8,7,5,5,7,1,7,1,11,9,5,0,4,7,7,4,9,0,7,9,13,8,8,14,2,6,7,7,1,3,7,10,15,36,38
3,8,7,7,1,7,11,6,4,8,2,2,5,6,7,8,8,7,5,5,7,1,7,1,11,10,5,0,4,7,7,4,9,0,7,9,13,8,9,14,2,6,7,7,1,10,12,15,16,26,39
3,8,7,7,2,7,11,7,4,8,2,2,5,7,8,8,8,7,6,5,7,1,7,1,11,10,5,0,4,7,7,4,9,0,7,9,13,8,10,14,2,6,7,7,1,5,8,14,15,19,39
3,8,7,7,3,7,11,7,4,8,2,2,5,7,8,8,8,7,7,5,7,2,7,1,12,10,5,1,4,7,7,4,9,0,7,9,13,8,10,14,2,6,8,7,1,5,19,22,25,28,43
3,8,7,7,4,7,11,7,5,8,2,3,5,7,8,9,8,7,7,5,7,2,7,1,12,10,5,1,5,7,7,4,9,0,7,9,13,8,10,14,3,6,8,7,1,5,9,12,16,29,41
3,9,7,8,4,7,11,7,5,8,3,3,5,7,8,9,9,7,7,5,7,2,7,1,12,11,6,1,5,7,7,4,9,0,7,9,13,8,10,14,3,6,8,7,1,2,4,11,17,26,27
3,9,8,8,4,7,11,7,5,8,3,4,5,7,8,9,9,8,7,5,7,2,7,1,12,11,6,1,5,7,7,5,9,0,7,9,13,8,10,15,3,6,9,7,1,3,12,18,32,40,43
3,9,8,8,4,8,11,7,5,8,3,4,5,7,9,9,10,9,7,5,7,2,7,1,12,11,6,1,5,7,7,5,9,0,8,9,13,8,10,16,3,6,9,7,1,6,15,17,18,35,40
2,9,7,7,4,7,10,6,4,7,2,3,4,6,8,8,9,8,6,4,6,1,6,1,11,10,5,0,4,6,6,5,8,0,7,8,12,7,9,15,2,5,8,7,0,2,5,24,32,34,44
3,9,8,7,4,7,10,6,4,7,2,3,4,6,9,8,9,8,6,4,6,2,6,1,12,10,5,0,4,6,6,5,8,0,7,8,13,7,9,15,2,5,8,7,0,1,3,15,22,25,37
3,10,8,7,4,7,10,6,4,7,2,3,4,6,9,8,9,9,6,4,6,2,6,1,12,10,5,0,5,6,6,6,8,0,7,8,13,7,9,15,2,5,9,8,0,2,18,29,32,43,44
3,10,8,7,4,7,10,6,4,8,2,3,5,6,9,8,9,9,6,4,6,2,6,1,13,10,5,0,6,6,6,6,9,0,8,8,13,7,9,15,2,5,9,8,0,10,13,25,29,33,35
3,10,9,7,4,7,10,6,4,8,2,4,5,6,9,8,9,9,6,4,6,2,6,2,13,10,6,0,6,7,6,7,9,0,8,8,13,7,9,15,2,5,9,8,0,3,12,24,27,30,32
3,10,9,7,4,7,10,6,4,8,2,4,5,6,9,8,10,10,6,4,6,2,6,3,14,11,6,0,6,8,6,7,9,0,8,8,13,7,9,15,2,5,9,8,0,17,18,24,25,26,30
3,10,9,7,5,7,11,6,4,8,3,4,6,6,9,8,10,10,6,5,6,2,6,3,14,11,6,0,6,8,6,7,10,0,8,8,13,7,9,15,2,5,9,8,0,5,7,11,13,20,33
4,11,10,7,5,7,11,6,4,8,3,4,6,7,9,8,10,10,6,5,6,2,6,3,14,11,7,0,6,8,6,7,10,0,8,8,13,7,9,15,2,6,9,8,0,1,2,3,14,27,42
4,11,10,7,5,8,11,6,4,9,3,4,6,7,10,8,11,10,7,5,6,2,6,3,14,11,7,0,6,8,6,7,10,1,8,8,13,7,9,15,2,6,9,8,0,6,10,15,17,19,34
4,11,10,7,5,8,11,6,4,9,3,4,6,7,10,9,11,10,7,5,6,2,7,3,14,11,8,0,6,8,6,7,10,2,8,8,13,7,9,15,2,7,9,8,1,16,23,27,34,42,45
4,11,10,7,5,9,11,7,4,9,3,4,7,7,10,9,11,10,7,5,6,2,8,3,14,11,8,0,6,8,7,7,10,2,8,9,13,7,9,15,2,7,9,8,1,6,8,13,23,31,36
4,12,10,7,5,9,11,7,4,9,3,5,7,7,10,9,11,10,7,5,6,2,8,3,14,11,8,0,6,8,7,7,10,2,8,9,14,7,10,15,3,7,9,8,2,2,12,37,39,41,45
4,12,10,8,5,9,11,7,4,9,3,6,7,7,10,10,11,10,7,5,6,2,9,3,14,11,8,0,6,8,7,7,10,3,8,9,14,7,10,15,3,7,10,8,2,4,12,16,23,34,43
5,12,10,8,5,9,11,7,4,9,3,6,7,7,10,10,12,10,7,6,6,2,9,4,14,11,8,0,6,9,7,7,10,3,8,9,14,7,10,15,4,7,10,8,2,1,17,20,24,30,41
4,11,9,8,4,8,10,6,3,8,2,5,6,6,9,9,11,9,6,5,5,1,8,3,13,11,7,0,6,8,6,6,10,2,7,8,13,6,9,15,3,6,9,7,1,4,26,28,29,33,40
4,11,9,8,4,8,10,6,3,8,2,5,6,6,9,9,12,9,6,6,5,1,8,3,13,11,7,0,7,8,6,6,10,2,8,8,13,7,9,15,3,6,9,8,1,17,20,29,35,38,44
5,11,9,8,4,8,10,6,3,8,2,5,6,6,9,9,12,9,6,6,6,1,8,4,13,12,7,0,8,8,6,6,10,2,8,8,13,7,9,15,3,7,9,8,1,1,21,24,26,29,42
5,11,10,8,4,8,10,6,3,8,2,5,6,7,9,9,12,9,6,6,6,1,8,5,13,12,7,0,8,8,6,6,11,2,9,9,13,7,9,15,3,7,9,8,1,3,14,24,33,35,36
5,11,10,8,4,9,10,6,3,8,2,5,6,7,9,9,12,9,6,6,6,2,8,6,13,12,7,0,8,8,6,6,11,2,9,10,13,8,9,15,3,7,9,9,1,6,22,24,36,38,44
5,11,10,8,5,9,10,6,3,8,2,5,6,7,9,9,12,9,6,6,6,2,8,6,13,12,7,0,8,8,6,7,11,3,9,10,13,8,9,16,4,7,9,9,2,5,32,34,40,41,45
5,11,10,8,5,9,10,7,3,8,2,5,6,7,9,9,13,9,6,6,6,2,8,6,13,12,8,0,8,8,7,7,11,4,9,10,13,8,9,16,4,7,10,9,2,8,17,27,31,34,43
6,11,11,8,5,9,10,8,3,8,2,5,6,7,9,9,13,9,6,6,7,3,8,6,13,12,8,0,8,8,8,7,11,4,9,10,13,8,9,16,4,7,10,9,2,1,3,8,21,22,31
6,11,11,8,5,10,11,8,3,8,2,5,6,8,10,9,13,9,6,7,7,3,8,6,13,12,8,0,8,8,8,7,11,4,9,11,13,8,9,16,4,7,10,9,2,6,7,14,15,20,36
6,11,11,8,5,11,11,8,4,8,2,5,6,8,10,10,13,9,6,7,7,3,9,7,13,12,8,0,8,8,8,8,11,4,9,11,13,8,9,16,4,7,10,9,2,6,9,16,23,24,32
7,11,12,8,5,11,11,8,4,9,2,5,6,8,10,10,13,9,6,7,7,3,9,7,13,12,9,0,9,8,8,8,11,4,9,11,14,8,9,16,4,7,10,9,2,1,3,10,27,29,37
8,11,12,8,5,11,12,8,4,9,3,5,6,8,10,10,13,9,6,7,7,3,10,7,13,12,9,0,9,8,8,8,11,4,9,11,15,8,9,16,4,8,10,9,2,1,7,11,23,37,42
9,11,13,8,5,11,12,8,4,9,3,5,6,8,10,10,14,9,6,7,7,3,10,7,13,12,9,0,9,8,8,9,11,4,10,11,15,8,9,16,4,8,10,9,3,1,3,17,32,35,45
9,11,13,8,5,11,12,8,4,9,3,5,6,8,10,10,15,9,6,7,7,4,10,8,13,13,9,0,9,8,8,9,11,4,11,11,15,8,9,17,4,8,10,9,3,17,22,24,26,35,40
9,11,13,8,6,11,12,8,4,9,3,5,6,9,11,10,15,9,6,7,7,4,10,8,13,13,10,0,9,9,8,9,11,4,11,11,15,8,9,17,4,8,10,9,4,5,14,15,27,30,45
9,11,13,8,6,11,12,8,4,9,3,5,6,9,11,10,16,9,6,7,7,4,10,8,13,13,10,0,9,9,8,10,12,5,11,11,15,8,9,17,4,9,10,10,4,17,32,33,34,42,44
9,11,13,8,6,11,12,9,4,10,3,5,6,9,11,10,16,9,6,8,7,4,10,8,13,13,10,0,9,9,8,10,12,6,11,11,15,8,9,17,5,9,10,10,5,8,10,20,34,41,45
9,11,13,9,6,11,12,9,4,11,3,6,6,9,11,10,16,9,6,8,7,5,10,9,13,13,10,0,9,9,8,10,13,6,11,11,15,8,9,17,5,9,10,10,5,4,10,12,22,24,33
10,11,13,10,7,12,12,9,5,11,3,6,6,9,11,10,16,9,6,8,7,5,10,9,13,13,10,0,9,9,9,10,13,6,11,11,15,8,9,17,5,9,10,10,5,1,4,5,6,9,31
10,11,13,10,7,12,13,9,5,11,3,6,6,9,11,10,16,10,6,8,7,6,11,9,13,13,10,0,10,9,9,10,13,6,11,11,15,8,9,17,5,9,10,11,5,7,18,22,23,29,44
11,11,13,10,8,12,13,9,5,11,3,6,6,9,11,10,16,10,6,8,7,6,11,9,13,13,10,0,10,9,9,10,13,7,11,12,15,8,9,17,5,10,10,12,5,1,5,34,36,42,44
11,11,13,10,8,12,14,9,5,11,3,6,6,9,11,10,16,10,6,9,7,7,12,9,13,13,10,0,11,9,9,10,13,7,11,12,15,8,9,17,5,10,11,12,5,7,20,22,23,29,43
11,11,13,10,8,12,15,9,5,11,3,6,6,9,11,10,16,11,6,9,7,7,12,9,13,13,10,0,11,9,10,10,14,7,11,13,15,8,9,18,5,10,11,12,5,7,18,31,33,36,40
11,11,13,10,8,12,15,9,5,11,3,6,6,9,11,10,16,11,6,9,7,7,12,9,13,14,10,0,12,10,10,10,15,7,11,13,15,8,9,18,6,11,11,12,5,26,29,30,33,41,42
10,10,12,10,7,11,14,8,5,10,2,5,5,8,10,9,15,10,5,8,6,6,11,8,12,13,9,0,11,9,9,9,15,6,10,13,14,7,8,17,5,10,10,11,5,4,9,28,33,36,45
9,9,11,9,6,10,13,7,4,9,2,4,4,8,9,8,14,9,5,7,5,5,10,7,11,13,8,0,10,8,8,8,14,5,9,12,13,6,7,16,5,9,9,10,4,11,14,19,26,28,41
9,9,10,8,5,10,12,6,4,8,1,3,3,7,8,7,13,8,4,6,4,4,9,6,11,12,7,0,9,7,7,7,13,4,8,11,12,5,6,15,4,8,8,9,3,1,2,6,9,25,28
9,10,10,9,5,10,12,6,4,8,1,3,3,7,8,7,13,8,4,6,4,4,9,6,12,12,7,0,9,7,8,7,13,5,8,11,13,5,6,15,4,8,8,9,3,2,4,25,31,34,37
9,10,10,9,6,10,12,6,4,9,1,3,3,7,8,7,13,8,4,6,4,5,9,6,12,12,7,0,9,7,8,7,13,6,8,12,13,5,6,15,4,8,8,10,3,5,10,22,34,36,44
9,10,11,10,6,10,12,6,4,10,1,3,3,7,8,7,14,8,5,6,4,6,9,6,12,12,7,0,9,7,8,7,13,6,8,12,13,5,6,15,4,8,8,10,3,3,4,10,17,19,22
9,10,12,10,6,10,12,6,4,10,2,3,4,8,8,7,15,8,5,6,5,6,9,6,12,12,7,0,9,7,8,7,13,6,8,12,13,5,6,15,4,8,8,10,3,3,11,13,14,17,21
9,10,12,11,6,11,12,6,4,11,3,3,4,8,8,7,15,8,5,6,5,6,9,6,12,12,7,0,9,7,8,8,13,6,8,12,14,5,6,15,4,8,8,10,3,4,6,10,11,32,37
8,9,11,10,5,10,11,5,3,10,2,3,3,7,7,6,14,7,4,5,4,5,8,5,11,11,6,0,8,7,7,7,12,6,7,11,13,5,5,14,3,7,8,9,2,12,28,30,34,38,43
9,9,11,10,5,10,11,5,3,10,3,3,3,7,7,7,15,7,4,5,4,5,8,5,11,11,6,0,8,7,7,7,12,6,7,12,13,5,5,15,3,7,8,9,2,1,11,16,17,36,40
8,8,10,9,4,9,11,4,2,9,2,2,2,6,6,6,15,7,3,4,3,4,7,4,10,10,5,0,7,7,6,6,11,5,6,11,12,4,4,14,2,6,7,8,2,7,17,18,28,30,45
8,8,10,10,4,9,11,4,2,9,2,2,2,6,6,7,15,7,3,4,3,4,8,4,11,10,5,0,8,7,6,6,11,5,6,11,12,4,4,14,2,7,7,8,2,4,16,23,25,29,42
8,9,10,10,4,9,11,5,2,9,2,2,2,6,6,7,15,7,3,4,3,4,8,4,11,10,5,0,8,7,6,7,12,5,7,12,12,4,4,14,2,7,7,8,2,2,8,32,33,35,36
8,9,10,10,4,9,12,5,2,9,2,2,2,6,6,7,15,7,3,5,3,5,8,4,11,10,6,0,8,7,6,7,12,5,7,12,12,4,4,15,2,7,8,8,2,7,20,22,27,40,43
8,9,11,10,5,9,12,5,2,10,2,2,2,6,6,7,15,7,3,5,3,5,8,4,11,10,6,0,9,7,6,8,12,5,7,12,12,4,4,15,2,7,9,8,2,3,5,10,29,32,43
8,9,11,10,5,9,12,5,2,10,2,3,2,6,6,7,15,7,3,5,3,5,8,4,11,10,6,0,9,8,6,8,12,6,7,13,13,4,4,15,2,7,9,8,3,12,30,34,36,37,45
7,8,10,9,4,8,11,4,1,9,1,2,1,5,5,6,14,6,3,4,2,4,8,3,11,9,5,0,8,7,5,7,11,5,6,12,12,4,3,14,1,7,8,7,2,19,23,25,28,38,42
7,8,10,9,4,8,12,4,1,9,1,2,1,5,5,6,14,6,4,4,2,4,8,4,11,9,6,0,8,7,5,7,11,5,6,12,12,4,3,14,1,8,8,7,3,7,19,24,27,42,45
7,8,10,9,4,8,12,5,1,10,2,2,1,6,6,6,14,6,4,4,3,4,8,4,11,9,6,0,8,7,5,7,11,5,6,12,12,4,3,14,1,8,8,7,3,8,10,11,14,15,21
7,8,11,9,4,8,12,5,1,10,2,2,1,6,6,6,15,6,4,4,3,4,9,4,11,9,6,0,8,7,5,7,11,6,6,12,12,4,3,14,2,8,8,7,4,3,17,23,34,41,45
7,8,11,10,4,8,13,5,1,10,2,2,1,6,7,6,15,7,4,4,3,4,10,4,11,10,6,0,8,7,5,7,11,6,6,12,12,4,3,14,2,8,8,7,4,4,7,15,18,23,26
7,8,12,10,4,8,13,5,1,10,2,3,1,6,7,6,15,7,4,5,3,4,11,4,11,10,6,0,8,7,6,7,11,6,7,12,12,4,3,14,2,8,8,7,4,3,12,20,23,31,35
