0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
6,7,11,9,3,8,12,4,0,9,1,2,0,6,6,5,14,6,3,4,2,4,10,3,10,9,5,0,7,6,5,6,10,5,7,11,11,3,3,13,1,7,7,6,3,6,14,22,28,35,39
6,8,11,9,3,8,12,4,0,9,1,2,0,6,6,6,14,6,3,4,2,4,10,3,10,9,5,0,7,7,5,6,10,5,7,12,11,3,3,13,2,8,7,6,3,2,16,30,36,41,42
6,8,11,9,3,8,13,4,1,9,1,2,0,6,6,6,14,6,3,5,2,4,10,3,11,9,5,0,7,7,5,6,10,5,7,13,11,3,4,13,2,8,7,6,3,7,9,20,25,36,39
6,8,11,9,3,8,13,4,1,10,2,2,0,6,6,6,14,6,3,5,2,4,10,3,11,9,6,1,7,7,5,6,10,5,7,13,12,3,5,13,2,8,7,6,3,10,11,27,28,37,39
6,8,11,9,3,8,13,4,2,10,3,2,0,6,7,6,14,6,3,6,2,4,10,3,11,9,6,2,7,7,5,6,10,5,7,13,12,3,5,13,2,8,8,6,3,9,11,15,20,28,43
5,7,11,8,2,7,12,3,1,9,2,1,0,5,6,5,14,6,3,5,1,3,9,2,10,8,5,2,6,6,4,5,9,4,6,12,11,2,4,12,1,7,7,5,2,3,13,17,18,19,28
5,7,11,8,2,7,12,4,1,9,2,2,0,5,6,5,14,6,3,5,1,3,9,2,10,8,5,2,7,6,5,5,9,4,6,12,11,2,4,12,1,8,8,5,2,8,12,29,31,42,43
5,7,11,8,2,7,12,4,1,9,2,3,0,5,6,6,14,6,3,5,1,3,9,2,10,8,5,2,7,7,5,5,9,5,6,12,11,2,4,13,1,8,8,6,2,12,16,30,34,40,44
5,7,11,8,2,7,12,4,1,9,2,3,0,5,6,6,14,6,3,5,1,3,9,2,10,9,6,3,7,7,5,5,9,5,6,12,11,2,4,13,1,9,9,6,3,26,27,28,42,43,45
5,7,11,9,2,7,12,4,1,9,2,3,0,5,7,6,15,6,3,5,1,3,9,2,10,10,6,3,7,7,5,5,9,5,6,13,12,2,4,13,1,9,9,6,3,4,15,17,26,36,37
4,7,11,8,1,6,11,3,0,8,1,2,0,4,6,5,14,5,2,5,0,2,8,1,9,9,6,2,6,6,4,4,8,4,5,12,11,1,3,12,0,8,8,6,2,2,3,13,20,27,44
4,8,11,8,1,6,11,3,0,8,1,2,0,4,6,5,14,5,3,5,0,2,8,1,9,9,7,2,6,6,4,4,8,4,6,12,11,1,3,12,1,9,8,6,2,2,19,27,35,41,42
4,8,11,9,1,7,11,3,0,8,1,2,1,4,6,5,14,5,3,5,1,2,8,1,9,9,7,2,6,6,4,4,8,4,6,12,11,1,3,13,1,10,8,6,2,4,6,13,21,40,42
4,8,11,9,1,7,11,3,0,8,1,2,1,4,6,5,14,5,3,5,2,2,8,1,10,9,7,2,6,6,4,4,9,5,7,13,11,1,3,13,1,10,8,6,2,21,25,33,34,35,36
4,9,11,9,1,7,11,3,0,8,2,2,1,4,6,5,14,5,3,5,3,2,8,1,10,9,7,2,6,6,4,4,9,6,7,13,11,1,3,13,2,11,8,6,2,2,11,21,34,41,42
4,10,11,9,1,7,11,3,0,8,2,2,1,4,6,5,14,6,3,5,3,2,8,1,11,9,7,3,6,6,4,4,9,6,7,13,12,1,4,13,2,11,8,6,2,2,18,25,28,37,39
5,11,11,9,1,7,11,3,0,9,2,2,2,4,6,5,14,7,4,5,3,2,8,1,11,9,7,3,6,6,4,4,9,6,7,13,12,1,4,13,2,11,8,6,2,1,2,10,13,18,19
6,11,11,9,2,7,11,3,0,9,2,2,3,4,6,5,14,7,4,5,3,2,8,1,11,10,7,3,7,6,4,4,9,7,7,13,12,1,4,13,2,11,8,6,2,1,5,13,26,29,34
6,11,12,9,2,7,11,4,0,9,3,3,4,4,6,5,14,7,4,5,3,2,8,1,11,10,7,3,7,6,4,4,9,7,7,14,12,1,4,13,2,11,8,6,2,3,8,11,12,13,36
6,11,12,9,2,8,11,4,0,9,3,3,4,4,6,5,14,7,5,5,4,2,8,1,11,10,7,3,7,6,4,4,9,7,8,14,12,1,4,14,2,11,8,6,3,6,19,21,35,40,45
6,11,12,9,2,8,11,4,0,9,3,3,4,4,6,6,14,7,6,6,4,2,8,1,11,10,7,3,7,6,4,5,10,7,8,14,12,1,4,14,3,11,8,6,3,16,19,20,32,33,41
6,11,12,9,3,8,11,4,0,9,3,3,4,4,6,6,14,8,6,6,4,2,8,1,11,10,7,4,7,7,4,5,10,7,8,14,12,1,4,14,3,12,8,6,4,5,18,28,30,42,45
6,11,12,9,3,8,11,4,0,9,3,3,4,4,6,6,14,8,7,6,4,2,8,1,11,11,7,4,7,8,4,5,11,7,9,14,12,1,5,14,3,12,8,6,4,19,26,30,33,35,39
5,10,11,9,2,7,10,3,0,8,2,2,4,3,5,5,13,8,6,5,4,1,7,0,10,10,6,3,6,7,3,4,10,7,8,13,11,0,4,13,2,11,7,5,3,4,9,13,18,21,34
6,10,11,9,2,7,10,3,0,8,2,2,4,3,5,5,13,9,6,5,4,1,7,0,10,10,6,3,6,8,3,4,10,7,8,13,11,0,4,13,3,12,8,5,3,1,18,30,41,42,43
6,10,12,9,2,7,11,4,0,8,2,2,4,3,5,5,13,9,6,5,4,1,7,0,10,10,6,3,6,8,3,4,10,8,8,13,11,0,5,13,4,12,8,5,3,3,7,8,34,39,41
6,10,12,9,2,7,11,4,0,8,2,2,4,3,5,5,13,9,6,5,4,2,7,0,10,10,6,3,6,8,3,4,10,9,8,14,11,0,5,14,4,13,8,5,4,22,34,36,40,42,45
7,10,12,9,3,7,11,4,0,8,2,2,4,3,5,5,13,9,6,5,5,2,7,0,11,10,6,3,6,8,3,4,10,9,8,14,11,1,5,14,5,13,8,5,4,1,5,21,25,38,41
7,10,12,9,3,7,12,4,0,8,3,2,4,3,5,5,13,9,6,5,5,2,7,0,11,11,6,4,7,8,3,4,10,9,8,14,11,1,5,14,5,13,8,6,4,7,11,26,28,29,44
7,10,12,9,3,8,12,4,1,9,4,2,4,3,5,5,13,9,6,5,5,2,7,0,11,11,6,4,7,8,3,4,10,9,8,14,11,1,6,14,6,13,8,6,4,6,9,10,11,39,41
7,10,12,9,4,8,12,4,1,9,4,2,5,3,5,5,13,10,7,5,5,3,7,0,11,11,6,4,7,8,3,4,10,9,8,14,11,1,6,14,6,14,8,6,4,5,13,18,19,22,42
7,10,12,9,4,8,12,4,2,9,4,3,5,3,5,5,13,10,7,5,5,3,7,0,11,11,7,4,7,8,3,4,10,9,8,15,11,1,7,14,6,14,8,6,5,9,12,27,36,39,45
6,9,11,8,3,7,11,3,1,8,3,2,4,2,4,4,12,9,6,4,4,2,6,0,10,10,7,4,6,8,2,3,9,8,7,15,10,0,7,13,5,13,7,5,4,24,27,28,30,36,39
6,9,12,8,3,7,11,3,1,9,3,2,4,2,4,4,12,9,6,4,4,2,6,0,10,10,7,4,6,8,3,3,9,8,7,15,10,0,7,14,5,14,8,5,4,3,10,31,40,42,43
6,9,12,8,3,7,11,3,1,9,3,2,4,2,4,5,12,9,6,4,4,2,6,0,10,10,8,4,6,8,3,3,9,8,8,15,11,0,7,14,5,14,9,5,5,16,27,35,37,43,45
6,10,12,8,3,7,11,3,1,9,4,2,5,2,5,5,12,9,6,4,4,2,6,0,10,10,8,4,6,8,4,3,9,8,8,15,11,0,7,14,5,15,9,5,5,2,11,13,15,31,42
6,10,12,9,3,7,11,3,1,9,4,2,5,2,5,6,12,9,6,4,4,2,6,0,11,10,8,4,7,8,4,3,9,9,9,15,11,0,7,14,5,15,9,5,5,4,16,25,29,34,35
6,10,12,10,3,7,11,3,1,9,4,2,5,2,5,6,12,9,7,4,5,2,6,1,11,11,8,4,7,8,4,3,9,9,9,15,11,0,7,14,6,15,9,5,5,4,19,21,24,26,41
6,10,13,10,3,7,11,3,2,9,4,2,5,2,5,6,12,9,7,4,5,2,6,2,11,11,8,4,7,9,4,3,10,10,9,15,11,0,7,14,6,15,9,5,5,3,9,24,30,33,34
6,10,13,10,3,7,11,3,2,9,4,2,6,3,5,6,12,10,7,4,5,3,6,2,11,11,8,4,7,9,4,3,10,10,10,15,11,0,8,14,6,15,9,5,5,13,14,18,22,35,39
6,10,13,10,3,7,11,3,2,9,4,2,6,3,5,6,12,10,8,4,5,3,6,2,11,12,8,5,7,9,5,3,11,10,10,16,11,0,8,14,6,15,9,5,5,19,26,28,31,33,36
6,10,13,11,3,7,11,3,2,9,4,2,6,3,5,6,13,10,8,4,5,3,6,2,11,12,8,5,7,10,5,4,12,11,10,16,11,0,8,14,6,15,9,5,5,4,17,30,32,33,34
7,10,13,11,3,7,11,3,2,10,4,2,7,3,5,7,13,10,8,4,5,3,6,2,11,12,8,5,7,10,5,4,12,11,10,16,12,0,8,14,6,15,10,5,5,1,10,13,16,37,43
8,10,13,11,4,7,11,3,2,10,5,3,7,3,5,7,13,11,8,4,5,3,7,2,11,12,8,5,7,10,5,4,12,11,10,16,12,0,8,14,6,15,10,5,5,1,5,11,12,18,23
8,10,13,11,5,7,11,3,3,10,5,3,7,3,5,7,14,11,8,4,5,3,7,2,12,12,8,5,7,10,5,4,12,11,10,16,12,0,9,14,6,15,11,5,5,5,9,17,25,39,43
8,11,13,11,5,7,11,3,3,10,5,3,7,3,6,7,14,11,8,5,6,3,7,2,12,12,8,5,8,10,5,4,12,12,10,16,12,0,9,14,6,15,11,5,5,2,15,20,21,29,34
8,11,13,11,5,7,11,3,3,10,5,3,7,4,6,7,14,11,8,5,7,3,8,2,12,12,8,5,8,10,5,5,12,12,10,16,12,0,9,15,6,15,11,5,6,14,21,23,32,40,45
8,11,13,11,5,7,11,3,3,10,5,3,8,4,7,7,14,11,8,5,7,3,8,2,12,12,9,5,9,10,5,5,12,13,10,16,12,0,9,16,6,15,11,5,6,13,15,27,29,34,40
8,12,13,11,5,7,11,3,3,10,5,3,8,4,7,7,14,12,8,5,7,3,8,3,12,12,9,5,9,10,5,5,12,14,10,16,12,0,9,17,6,16,11,5,6,2,18,24,34,40,42
9,13,13,11,5,8,11,3,3,10,5,3,8,4,7,8,14,12,8,6,7,3,8,3,12,12,9,5,9,10,5,5,13,14,10,16,12,0,9,17,6,16,11,5,6,1,2,6,16,20,33
9,13,12,11,4,7,10,3,2,9,4,2,7,3,6,7,13,11,8,5,6,2,7,2,11,11,8,4,8,9,4,4,12,13,9,15,11,0,8,16,5,15,10,4,5,1,2,4,8,19,38
9,13,12,12,4,7,10,3,2,10,4,2,7,4,6,7,13,11,9,5,7,2,7,2,11,11,8,4,8,9,4,4,12,13,9,15,11,0,8,16,5,15,10,4,6,4,10,14,19,21,45
9,13,11,11,3,6,9,3,1,9,3,1,6,3,5,6,12,11,8,4,6,1,6,1,10,10,7,3,8,8,3,3,11,12,8,14,10,0,7,15,4,14,9,3,5,1,2,8,18,29,38
9,13,11,11,3,6,9,3,1,9,3,1,6,3,5,6,12,11,9,4,6,1,6,2,10,10,8,3,8,9,4,3,11,13,8,14,10,0,7,15,4,14,9,3,5,19,24,27,30,31,34
9,13,11,11,3,6,9,4,1,9,3,1,6,4,5,6,12,11,9,4,6,1,6,2,10,10,8,3,8,9,4,4,11,13,9,14,11,0,7,15,4,14,9,3,6,8,14,32,35,37,45
9,13,11,11,3,6,9,5,1,9,3,1,6,5,5,6,12,12,9,4,6,1,6,2,10,10,8,3,8,10,5,4,11,13,9,14,11,0,7,15,4,14,9,4,6,8,14,18,30,31,44
9,13,11,11,4,7,9,5,1,9,3,1,6,5,5,6,12,12,9,4,6,1,6,3,11,10,8,3,8,10,5,5,11,13,9,14,12,0,7,15,4,14,9,4,6,5,6,24,25,32,37
9,13,11,12,4,7,9,6,1,9,4,1,6,5,5,6,12,13,9,4,6,1,6,3,11,10,8,3,8,10,5,5,11,13,9,14,13,0,7,15,4,14,9,4,7,4,8,11,18,37,45
9,13,11,12,4,8,9,6,1,9,4,1,6,6,5,6,12,14,9,4,6,1,6,3,11,11,8,3,8,10,5,5,11,13,9,15,13,0,8,15,4,14,9,4,7,6,14,18,26,36,39
9,13,11,12,4,8,9,6,1,9,4,1,6,6,6,6,12,14,9,5,6,1,7,3,11,12,8,3,8,10,5,5,11,13,9,15,13,0,9,15,4,14,9,5,7,15,20,23,26,39,44
9,13,11,12,4,8,10,6,1,10,4,1,6,6,6,6,12,14,10,5,6,2,7,3,11,12,8,3,8,10,5,5,11,13,10,15,13,0,9,16,4,14,9,5,7,7,10,19,22,35,40
9,13,11,12,4,8,10,6,1,10,4,1,6,6,6,6,12,14,10,5,6,2,7,3,11,12,8,3,8,10,5,5,11,13,11,16,14,0,9,16,5,14,9,6,8,35,36,37,41,44,45
9,13,11,12,4,8,11,6,1,10,4,2,6,6,6,7,12,14,10,5,6,2,7,3,11,12,8,3,8,10,5,5,11,14,11,16,14,0,9,16,5,15,9,6,9,7,12,16,34,42,45
9,13,11,12,4,8,11,6,1,10,4,3,6,6,6,7,12,14,11,6,6,2,7,3,12,12,8,3,8,10,5,5,11,14,11,16,14,0,9,16,6,15,9,6,10,12,19,20,25,41,45
9,13,11,12,4,8,11,6,1,10,4,3,6,7,6,7,12,14,11,6,7,3,7,3,13,12,8,3,8,11,5,5,11,14,11,17,14,0,9,16,6,15,9,6,10,14,21,22,25,30,36
9,13,11,12,5,9,11,6,1,10,4,3,7,8,6,7,13,14,11,7,7,3,7,3,13,12,8,3,8,11,5,5,11,14,11,17,14,0,9,16,6,15,9,6,10,5,6,13,14,17,20
8,12,11,11,4,8,10,5,0,9,4,2,6,7,5,6,12,13,10,6,6,2,6,3,12,11,7,2,7,10,4,4,10,13,10,16,13,0,9,15,5,14,8,6,9,3,11,24,38,39,44
8,12,11,11,4,8,10,5,0,9,4,3,6,8,5,6,12,13,10,6,6,2,6,3,12,11,8,2,7,10,4,4,11,13,10,16,13,0,10,15,5,14,8,7,9,12,14,27,33,39,44
9,12,12,11,4,8,10,5,0,9,5,3,6,8,5,6,12,13,10,6,6,2,6,4,12,11,8,2,7,11,4,5,11,13,10,16,13,0,10,15,5,14,8,7,9,1,3,11,24,30,32
9,12,13,11,4,8,10,5,0,9,5,4,6,9,5,6,12,13,10,6,6,2,6,4,12,11,8,2,7,11,4,5,11,13,11,16,13,0,10,16,5,14,8,7,10,3,12,14,35,40,45
10,12,14,11,4,8,10,5,0,9,5,4,6,9,5,6,12,13,10,6,7,2,6,4,12,11,8,2,8,11,4,5,11,13,12,16,14,0,10,16,5,14,8,7,10,1,3,21,29,35,37
11,13,15,11,4,8,10,5,0,9,5,4,6,9,6,6,12,13,10,7,7,2,6,4,13,11,8,2,8,11,4,5,11,13,12,16,14,0,10,16,5,14,8,7,10,1,2,3,15,20,25
11,13,16,11,4,8,10,5,0,9,6,4,6,10,6,6,12,13,10,7,7,2,6,4,13,11,8,2,8,11,5,6,11,13,12,16,15,0,10,16,5,14,8,7,10,3,11,14,31,32,37
11,13,16,11,4,8,10,5,0,9,6,4,6,11,6,6,12,13,10,7,7,2,6,4,14,11,8,2,8,11,6,6,11,14,12,16,15,0,10,17,5,14,8,8,10,14,25,31,34,40,44
11,14,16,11,4,8,11,5,0,9,6,4,6,11,6,6,12,14,10,8,7,2,6,5,14,11,8,2,8,11,6,6,12,14,12,16,15,0,10,17,5,14,8,8,10,2,7,18,20,24,33
11,14,16,11,4,8,11,5,0,10,6,4,6,11,6,6,12,14,11,8,7,3,7,5,15,11,8,2,8,11,6,6,12,14,12,16,16,0,10,17,5,14,8,8,10,10,19,22,23,25,37
11,14,16,11,4,8,11,5,0,10,6,5,7,11,6,6,13,14,11,9,7,3,7,5,15,11,8,2,8,11,6,6,13,14,12,16,16,0,10,17,6,14,8,8,10,12,13,17,20,33,41
11,14,16,11,4,8,11,5,0,10,7,6,7,11,6,6,13,15,11,9,8,3,7,5,15,11,8,2,8,11,7,6,13,14,12,16,16,1,10,17,6,14,8,8,10,11,12,18,21,31,38
11,15,17,12,5,8,11,5,0,10,7,6,7,11,6,6,13,15,11,10,8,3,7,6,15,11,8,2,8,11,7,6,13,14,12,16,16,1,10,17,6,14,8,8,10,2,3,4,5,20,24
11,15,17,12,6,8,12,5,0,10,7,6,7,11,6,6,13,15,11,11,8,3,7,6,16,11,8,3,8,11,7,6,13,14,12,16,17,1,10,17,6,14,8,8,10,5,7,20,25,28,37
11,16,18,12,6,8,13,5,0,10,7,6,7,11,7,6,13,15,11,11,8,3,7,6,16,11,8,3,8,11,7,6,13,14,12,16,17,1,10,17,6,14,9,9,10,2,3,7,15,43,44
11,16,18,12,6,8,14,5,0,10,7,6,7,11,7,7,14,15,11,11,8,3,7,6,16,11,8,3,8,11,7,6,14,14,12,17,17,1,10,18,6,14,9,9,10,7,16,17,33,36,40
11,16,18,12,6,8,14,5,0,10,7,6,7,11,7,8,14,15,11,12,8,3,7,6,16,11,9,3,8,11,7,6,15,14,13,17,17,1,11,18,6,14,9,9,10,16,20,27,33,35,39
12,16,18,12,6,8,14,6,0,10,7,6,7,12,7,8,14,16,11,12,8,3,7,6,16,11,9,3,9,11,7,6,15,14,13,17,17,1,11,18,6,14,9,10,10,1,8,14,18,29,44
12,16,18,13,6,8,14,6,0,10,8,6,7,12,7,8,14,16,11,13,8,3,7,6,16,12,9,3,9,11,7,6,15,14,14,17,18,1,11,18,6,14,9,10,10,4,11,20,26,35,37
12,16,18,13,7,8,14,6,0,10,9,6,7,12,7,8,14,16,12,13,9,3,7,6,16,12,9,3,9,11,7,6,15,15,14,17,18,1,11,18,6,14,10,10,10,5,11,19,21,34,43
12,17,18,13,7,8,14,6,0,10,9,6,7,12,7,8,14,16,12,14,9,3,7,6,16,12,9,3,9,11,7,6,16,15,15,17,19,1,11,19,6,14,10,10,10,2,20,33,35,37,40
12,17,18,13,8,8,15,6,0,10,9,6,7,12,7,8,14,16,12,14,9,3,7,6,16,12,9,4,10,11,7,6,16,15,15,17,19,1,12,19,6,14,11,10,10,5,7,28,29,39,43
13,17,19,13,8,8,15,6,0,10,9,6,7,12,7,8,14,17,12,15,9,3,7,6,16,13,10,4,10,11,7,6,16,15,15,17,19,1,12,19,6,14,11,10,10,1,3,18,20,26,27
13,17,19,14,8,8,15,6,0,10,9,6,7,12,7,8,14,17,13,15,9,3,7,6,16,14,11,4,10,12,7,6,16,15,15,17,19,1,12,19,6,15,11,10,10,4,19,26,27,30,42
13,17,19,14,9,8,15,6,0,10,10,6,8,12,7,8,14,17,14,15,9,3,7,6,16,14,11,4,10,12,8,6,16,15,15,18,19,1,12,19,6,15,11,10,10,5,11,13,19,31,36
13,18,19,14,9,9,15,7,0,10,10,6,8,13,7,8,14,17,14,15,10,4,7,6,16,14,11,4,10,12,8,6,16,15,15,18,19,1,12,19,6,15,11,10,10,2,6,8,14,21,22
13,18,19,15,10,9,15,7,0,10,10,6,8,13,8,9,14,17,14,15,10,5,7,6,16,14,11,4,10,12,8,6,16,15,15,18,19,1,12,19,6,16,11,10,10,4,5,15,16,22,42
13,18,19,15,10,9,15,7,0,10,10,6,8,13,8,9,15,17,14,15,10,5,7,6,17,14,11,4,10,12,8,6,16,15,16,19,19,1,13,19,6,16,11,11,10,17,25,35,36,39,44
12,17,18,15,10,8,14,6,0,9,10,5,7,12,7,8,14,16,13,14,9,4,7,5,16,13,10,3,9,11,7,5,15,14,15,18,18,1,12,18,5,15,10,10,9,4,5,9,11,23,38
12,17,18,15,11,8,14,6,0,9,11,5,7,13,7,8,14,16,13,14,9,4,7,5,16,13,10,3,10,11,7,6,16,14,15,18,18,1,12,18,5,15,10,10,9,5,11,14,29,32,33
12,17,18,15,12,8,14,6,0,10,11,5,7,13,7,8,14,16,14,14,9,4,7,5,16,13,10,3,10,11,8,6,16,14,15,18,18,1,12,18,5,15,10,11,10,5,10,19,31,44,45
11,16,17,14,11,7,13,6,0,10,10,5,6,12,6,7,13,15,13,13,8,3,6,5,15,12,9,2,9,10,7,5,15,13,14,17,17,0,11,17,4,14,9,11,9,8,9,10,12,24,44
11,16,17,15,11,8,13,6,0,10,10,5,7,12,6,7,14,15,13,13,8,3,6,5,15,12,9,3,9,10,7,5,15,13,14,17,17,0,11,18,4,14,9,11,9,4,6,13,17,28,40
11,16,17,15,11,8,13,6,0,10,10,5,8,12,6,7,14,15,13,13,9,4,6,6,15,13,9,3,9,10,7,5,15,13,14,17,18,0,11,18,4,14,9,11,9,13,21,22,24,26,37
11,16,17,15,11,8,13,6,0,10,10,5,8,12,6,7,14,15,13,13,10,5,6,6,15,14,10,3,9,10,8,5,15,13,14,17,19,0,11,18,4,14,9,11,9,21,22,26,27,31,37
12,16,17,16,11,8,13,7,0,10,10,5,9,12,6,7,14,15,13,13,10,5,6,6,15,14,10,3,9,10,8,5,15,13,14,17,20,0,12,18,4,14,9,11,9,1,4,8,13,37,39
13,16,17,16,11,8,13,7,0,10,11,5,9,12,6,7,15,15,13,13,11,5,6,7,15,14,10,3,9,10,8,5,15,13,14,17,20,0,12,18,4,14,9,12,9,1,11,17,21,24,44
13,17,17,17,11,8,13,7,0,10,11,5,9,12,7,7,15,15,13,13,11,5,6,7,15,14,10,4,9,10,9,5,15,14,14,17,20,0,12,18,4,14,9,12,9,2,4,15,28,31,34
13,17,17,17,11,8,13,7,0,10,12,5,9,12,8,7,15,15,13,13,11,5,6,8,15,14,10,4,9,10,9,5,15,14,14,17,20,0,13,18,5,14,9,13,9,11,15,24,39,41,44
13,17,17,17,11,9,13,7,0,11,12,5,9,12,8,8,15,15,13,13,11,5,6,8,15,14,10,4,9,10,9,5,15,14,14,17,20,0,13,19,6,14,10,13,9,6,10,16,40,41,43
13,18,17,17,11,9,13,7,0,11,12,5,9,12,8,9,15,15,13,13,11,5,6,9,15,14,11,5,9,10,9,5,15,14,15,17,20,0,13,19,6,14,10,13,9,2,16,24,27,28,35
13,18,17,18,11,9,13,7,0,11,12,5,9,12,8,9,15,15,14,14,12,5,6,9,15,14,11,5,9,10,9,6,15,15,15,17,20,0,13,19,6,14,10,13,9,4,19,20,21,32,34
13,19,17,18,11,9,13,7,0,11,12,6,9,12,8,9,16,15,15,14,12,5,6,9,15,14,11,6,9,10,9,6,15,15,15,17,20,0,13,19,6,15,10,13,9,2,12,17,19,28,42
13,19,17,18,11,9,13,7,0,11,12,6,10,12,8,10,16,15,15,14,12,5,6,9,16,14,11,6,9,10,9,6,15,15,15,18,21,1,13,19,6,15,10,13,9,13,16,25,36,37,38
12,18,16,17,10,8,12,6,0,10,12,5,9,11,7,9,15,14,14,13,11,4,5,8,15,13,11,5,8,9,9,6,14,14,14,17,20,1,12,18,5,14,9,12,8,9,11,27,31,32,38
12,18,16,17,10,8,12,6,0,10,12,5,10,11,7,9,15,15,14,13,12,4,6,8,15,14,11,5,8,9,9,6,14,14,14,17,20,1,13,18,5,14,9,12,8,13,18,21,23,26,39
12,18,16,17,10,8,12,6,0,10,12,6,10,11,8,9,15,15,14,13,12,4,6,8,15,14,11,6,8,9,9,6,14,14,14,18,20,1,14,19,5,14,9,12,8,12,15,28,36,39,40
12,18,17,17,10,8,12,7,0,10,12,6,10,11,8,9,16,15,14,13,12,4,7,8,15,14,11,6,8,9,9,6,14,14,14,18,20,2,14,19,5,14,9,12,9,3,8,17,23,38,45
12,18,18,17,10,8,12,8,0,10,12,6,10,11,8,9,16,15,14,13,12,4,7,8,15,14,12,6,8,9,10,6,14,14,14,18,20,2,14,19,6,14,9,13,9,3,8,27,31,41,44
12,18,18,17,10,8,12,8,0,10,12,6,10,11,8,9,16,15,15,13,12,4,8,8,15,14,12,6,8,10,10,6,14,14,14,18,21,2,14,19,6,14,10,13,10,19,23,30,37,43,45
12,18,18,17,10,9,13,8,0,10,12,6,10,11,8,9,16,15,16,13,12,4,8,8,16,14,12,7,8,10,10,6,14,14,14,18,21,3,14,19,6,14,10,13,10,6,7,19,25,28,38
12,18,18,17,10,9,13,8,0,10,12,6,10,12,8,9,16,15,16,13,12,4,9,8,16,15,12,7,8,10,11,6,14,14,14,18,21,3,15,19,6,14,10,13,11,14,23,26,31,39,45
12,18,18,17,10,9,13,9,0,10,12,6,10,12,8,9,16,15,17,13,12,4,9,8,17,15,12,7,8,10,12,6,14,15,14,19,21,3,15,19,6,14,10,13,11,8,19,25,31,34,36
13,18,18,17,11,9,13,9,0,10,12,6,10,12,8,9,16,15,18,14,12,4,9,9,17,15,12,7,8,11,12,6,14,15,14,19,21,3,15,19,6,14,10,13,11,1,5,19,20,24,30
14,18,18,17,12,10,13,9,0,10,12,6,10,12,8,9,16,15,18,14,12,4,9,10,17,15,13,7,8,11,12,6,14,15,14,19,21,3,15,19,6,15,10,13,11,1,5,6,24,27,42
14,18,18,18,12,10,13,9,0,10,13,6,10,13,8,9,16,15,18,14,13,4,10,10,17,15,13,7,8,11,12,6,14,15,14,19,21,3,15,19,6,15,11,13,11,4,11,14,21,23,43
14,18,18,18,12,11,13,9,0,10,13,6,11,13,8,9,16,15,18,14,13,4,10,10,17,15,14,7,8,11,13,7,14,15,14,19,22,3,15,19,6,15,11,13,11,6,13,27,31,32,37
14,18,18,18,12,11,13,9,0,10,13,6,11,14,8,9,16,15,18,14,13,4,10,10,17,15,15,7,8,12,14,7,14,15,14,19,22,4,15,20,6,15,11,13,11,14,27,30,31,38,40
14,18,18,19,13,11,13,9,0,10,13,6,11,15,8,9,16,15,18,14,13,4,10,10,17,15,15,7,8,12,14,7,14,15,15,19,22,4,15,20,6,16,11,13,12,4,5,14,35,42,45
14,18,18,19,13,11,14,9,0,10,13,7,11,15,9,9,16,15,18,14,13,4,10,11,17,15,15,7,8,12,14,7,14,15,15,19,23,4,15,21,6,16,11,13,12,7,12,15,24,37,40
14,18,18,19,13,12,14,9,0,10,14,7,11,15,9,10,16,16,18,14,13,4,10,11,17,15,15,7,8,12,15,7,14,15,15,19,23,4,15,21,6,16,12,13,12,6,11,16,18,31,43
13,17,17,18,12,11,13,8,0,9,13,7,10,14,8,9,15,15,17,13,12,3,9,11,17,14,14,6,8,11,15,6,13,14,14,18,22,3,14,20,5,15,11,12,11,9,12,24,25,29,31
14,17,17,18,12,11,13,8,0,9,13,7,10,14,8,9,15,15,17,13,12,3,9,11,17,14,15,7,8,11,15,7,13,14,14,18,23,3,14,21,5,15,11,12,11,1,27,28,32,37,40
13,16,16,17,11,10,12,7,0,8,12,6,9,13,7,9,14,14,16,12,11,2,8,10,16,13,15,6,7,10,14,6,12,13,13,18,22,2,13,20,5,14,10,12,10,9,16,27,36,41,44
12,15,15,16,11,9,11,6,0,7,11,5,8,12,6,8,13,13,15,11,10,1,7,9,15,12,14,5,6,9,13,5,11,13,12,17,22,2,13,19,4,13,9,11,9,5,9,34,37,38,39
11,14,15,16,10,8,10,5,0,6,11,4,7,11,5,7,12,12,14,10,9,1,6,8,14,11,13,4,5,8,12,4,10,12,11,16,21,1,12,18,3,13,8,10,8,3,4,9,11,22,42
11,14,15,16,10,8,11,6,0,6,11,4,7,11,5,7,12,12,14,10,9,1,6,9,14,11,13,4,5,8,12,4,10,13,11,17,21,1,12,18,4,13,8,10,8,7,8,24,34,36,41
11,14,16,16,10,8,11,6,0,7,11,4,7,11,5,7,12,12,15,10,9,1,6,10,14,11,13,4,5,8,12,5,10,13,11,17,21,1,12,18,4,13,8,10,9,3,10,19,24,32,45
11,14,16,16,11,8,11,6,0,7,11,4,7,11,5,7,12,13,15,11,9,1,6,10,14,11,13,4,5,8,12,5,10,13,11,18,21,1,12,18,4,14,9,10,9,5,18,20,36,42,43
10,13,15,15,11,7,10,5,0,6,10,4,6,10,4,6,11,12,14,11,9,0,5,9,13,11,12,3,4,7,11,4,9,12,10,17,20,0,11,17,3,13,8,9,8,5,9,12,20,21,26
